('1', '11')
('39', '2164')
('39', '2708')
('39', '2792')
('39', '2800')
('41', '48')
('41', '89')
('41', '94')
('41', '312')
('41', '357')
('41', '370')
('41', '379')
('41', '475')
('41', '533')
('41', '604')
('41', '615')
('41', '664')
('41', '673')
('41', '757')
('41', '793')
('41', '797')
('41', '809')
('41', '969')
('41', '1154')
('41', '1233')
('41', '1659')
('41', '1903')
('41', '2164')
('41', '2792')
('48', '78')
('48', '89')
('48', '94')
('48', '312')
('48', '357')
('48', '370')
('48', '379')
('48', '475')
('48', '533')
('48', '553')
('48', '604')
('48', '615')
('48', '664')
('48', '673')
('48', '757')
('48', '793')
('48', '797')
('48', '809')
('48', '857')
('48', '1144')
('48', '1154')
('48', '1196')
('48', '1233')
('48', '1489')
('48', '1659')
('48', '1903')
('48', '1986')
('48', '1996')
('48', '2708')
('48', '2800')
('78', '89')
('89', '94')
('89', '357')
('89', '379')
('89', '533')
('89', '604')
('89', '809')
('89', '1233')
('94', '1233')
('312', '553')
('312', '793')
('312', '797')
('357', '533')
('357', '1233')
('475', '2800')
('533', '604')
('533', '969')
('533', '1233')
('604', '1233')
('604', '1659')
('664', '673')
('793', '797')
('797', '809')
('797', '1154')
('809', '1144')
('809', '1154')
('1196', '1996')
('1233', '2792')
('39', '48')
('39', '49')
('39', '338')
('39', '1659')
('48', '49')
('48', '338')
('48', '1659')
('352', '1859')
('38', '41')
('38', '161')
('38', '2805')
('41', '161')
('41', '1107')
('41', '2805')
('39', '117')
('39', '2269')
('39', '2808')
('38', '39')
('38', '48')
('38', '101')
('38', '110')
('38', '438')
('38', '1190')
('38', '2708')
('39', '48')
('39', '101')
('39', '110')
('39', '438')
('39', '1190')
('39', '2708')
('48', '101')
('48', '110')
('48', '438')
('48', '2708')
('101', '438')
('39', '48')
('39', '449')
('39', '479')
('39', '856')
('39', '871')
('39', '2067')
('39', '2457')
('39', '2811')
('39', '2812')
('48', '449')
('48', '479')
('48', '856')
('48', '871')
('48', '2457')
('48', '2811')
('48', '2812')
('479', '2811')
('871', '2812')
('39', '48')
('39', '93')
('39', '123')
('39', '255')
('39', '871')
('39', '2812')
('48', '93')
('48', '123')
('48', '255')
('48', '871')
('48', '2812')
('123', '255')
('871', '2812')
('39', '98')
('39', '589')
('39', '65')
('39', '201')
('39', '308')
('39', '319')
('39', '589')
('39', '639')
('39', '664')
('39', '1269')
('39', '1291')
('39', '2065')
('39', '2072')
('65', '201')
('65', '589')
('65', '1291')
('65', '2065')
('201', '664')
('308', '319')
('308', '1269')
('1291', '2065')
('39', '61')
('39', '65')
('39', '612')
('39', '1227')
('39', '1543')
('39', '1600')
('39', '1980')
('65', '612')
('612', '1980')
('37', '38')
('37', '39')
('37', '48')
('37', '255')
('38', '39')
('38', '48')
('38', '65')
('38', '255')
('38', '2032')
('39', '48')
('39', '65')
('39', '255')
('48', '65')
('48', '255')
('65', '255')
('39', '41')
('39', '48')
('41', '48')
('237', '1858')
('32', '39')
('32', '123')
('32', '475')
('32', '926')
('32', '1013')
('32', '1327')
('39', '123')
('39', '475')
('39', '926')
('39', '1013')
('39', '1235')
('39', '1327')
('123', '475')
('123', '1327')
('475', '1327')
('926', '1327')
('1013', '1327')
('36', '38')
('967', '1060')
('522', '2200')
('185', '186')
('39', '237')
('39', '1010')
('39', '1809')
('36', '38')
('36', '39')
('36', '48')
('36', '1327')
('38', '39')
('38', '48')
('38', '864')
('38', '1327')
('39', '48')
('39', '864')
('39', '1327')
('48', '864')
('48', '1327')
('39', '48')
('39', '49')
('39', '249')
('39', '264')
('39', '727')
('39', '1992')
('39', '2079')
('48', '49')
('48', '249')
('48', '264')
('48', '727')
('48', '2780')
('249', '264')
('36', '38')
('36', '48')
('36', '2225')
('38', '48')
('38', '334')
('38', '438')
('38', '2225')
('48', '334')
('48', '438')
('48', '2225')
('334', '438')
('438', '2225')
('38', '39')
('38', '48')
('38', '371')
('38', '438')
('38', '550')
('38', '1908')
('39', '48')
('39', '371')
('39', '438')
('39', '550')
('39', '1908')
('48', '371')
('48', '438')
('48', '550')
('48', '1908')
('438', '550')
('32', '39')
('32', '48')
('32', '147')
('32', '179')
('32', '186')
('32', '550')
('32', '1564')
('32', '2430')
('39', '48')
('39', '147')
('39', '179')
('39', '186')
('39', '550')
('39', '1564')
('39', '2430')
('48', '147')
('48', '179')
('48', '186')
('48', '550')
('48', '1564')
('48', '2430')
('147', '179')
('179', '186')
('32', '39')
('32', '41')
('39', '41')
('39', '41')
('39', '309')
('39', '947')
('39', '1080')
('39', '1379')
('39', '1380')
('39', '2164')
('39', '2812')
('41', '309')
('41', '1080')
('41', '1379')
('41', '1380')
('41', '2164')
('309', '1080')
('309', '1379')
('309', '1380')
('1080', '1379')
('1080', '1380')
('1379', '1380')
('32', '37')
('32', '38')
('32', '43')
('32', '438')
('37', '38')
('37', '43')
('38', '43')
('38', '161')
('38', '438')
('80', '2100')
('39', '41')
('39', '48')
('39', '156')
('39', '249')
('39', '264')
('39', '310')
('39', '1209')
('39', '1345')
('39', '1360')
('39', '1520')
('41', '48')
('41', '156')
('41', '249')
('41', '264')
('41', '310')
('41', '1360')
('48', '156')
('48', '249')
('48', '264')
('48', '310')
('48', '1345')
('48', '1520')
('156', '264')
('156', '310')
('249', '264')
('249', '1360')
('48', '123')
('48', '581')
('48', '703')
('48', '1229')
('48', '1387')
('48', '1728')
('48', '1789')
('48', '2853')
('123', '1994')
('581', '1387')
('703', '1789')
('1994', '2853')
('2852', '2854')
('39', '109')
('39', '196')
('39', '1575')
('39', '2859')
('39', '48')
('39', '199')
('39', '249')
('39', '255')
('39', '533')
('39', '623')
('39', '734')
('39', '824')
('39', '885')
('39', '893')
('39', '1736')
('48', '199')
('48', '249')
('48', '255')
('48', '533')
('48', '734')
('48', '824')
('48', '885')
('48', '893')
('48', '1736')
('249', '255')
('249', '893')
('249', '1736')
('255', '893')
('39', '48')
('39', '1194')
('39', '1814')
('48', '1194')
('48', '1814')
('38', '39')
('38', '41')
('38', '117')
('38', '170')
('38', '757')
('38', '976')
('38', '1198')
('38', '1327')
('38', '1469')
('39', '41')
('39', '117')
('39', '170')
('39', '757')
('39', '976')
('39', '1198')
('39', '1327')
('39', '1469')
('39', '2362')
('39', '2364')
('41', '117')
('41', '170')
('41', '757')
('41', '976')
('41', '1198')
('41', '1327')
('117', '170')
('117', '976')
('117', '1198')
('117', '1327')
('170', '976')
('170', '1198')
('170', '1327')
('170', '1469')
('757', '1327')
('976', '1198')
('976', '1327')
('1198', '1327')
('1198', '2362')
('1327', '1469')
('9', '39')
('9', '41')
('39', '41')
('39', '348')
('39', '987')
('39', '1233')
('39', '1994')
('39', '2408')
('39', '2515')
('39', '2792')
('39', '2853')
('39', '2874')
('41', '348')
('41', '1233')
('41', '2156')
('41', '2515')
('41', '2792')
('1233', '2156')
('1233', '2792')
('1994', '2853')
('2853', '2874')
('39', '41')
('39', '206')
('39', '809')
('41', '809')
('36', '38')
('36', '39')
('36', '41')
('36', '952')
('38', '39')
('38', '41')
('38', '101')
('38', '259')
('38', '794')
('38', '952')
('39', '41')
('39', '101')
('39', '259')
('39', '794')
('39', '952')
('41', '101')
('41', '259')
('41', '794')
('41', '952')
('101', '794')
('39', '48')
('39', '260')
('39', '570')
('39', '653')
('39', '763')
('39', '1259')
('39', '1409')
('39', '1425')
('39', '1536')
('39', '1659')
('39', '1742')
('48', '158')
('48', '159')
('48', '260')
('48', '570')
('48', '653')
('48', '763')
('48', '1259')
('48', '1425')
('48', '1536')
('48', '1659')
('48', '1742')
('158', '159')
('612', '730')
('612', '1004')
('612', '1878')
('664', '1179')
('664', '1327')
('729', '730')
('729', '731')
('729', '1327')
('730', '731')
('730', '1004')
('1004', '1327')
('1004', '2329')
('1281', '1327')
('1327', '1598')
('1327', '2329')
('186', '413')
('1593', '2388')
('2852', '2854')
('11', '38')
('11', '39')
('11', '41')
('11', '475')
('38', '39')
('38', '41')
('38', '76')
('38', '209')
('38', '345')
('38', '466')
('38', '475')
('38', '878')
('38', '1282')
('38', '1557')
('38', '2805')
('39', '41')
('39', '76')
('39', '209')
('39', '345')
('39', '425')
('39', '475')
('39', '833')
('39', '854')
('39', '878')
('39', '1282')
('39', '1557')
('39', '1961')
('39', '2805')
('41', '76')
('41', '209')
('41', '345')
('41', '425')
('41', '475')
('41', '833')
('41', '854')
('41', '878')
('41', '1282')
('41', '1557')
('41', '2805')
('76', '833')
('38', '39')
('38', '48')
('38', '1529')
('39', '48')
('39', '1529')
('48', '1529')
('39', '48')
('39', '438')
('39', '475')
('39', '550')
('39', '940')
('39', '1249')
('39', '1393')
('48', '438')
('48', '475')
('48', '550')
('48', '940')
('48', '1249')
('48', '1393')
('438', '550')
('475', '550')
('475', '1249')
('550', '1249')
('38', '170')
('48', '979')
('48', '2344')
('978', '979')
('979', '2344')
('41', '65')
('41', '592')
('41', '981')
('41', '1859')
('65', '592')
('39', '48')
('39', '2187')
('39', '2915')
('48', '2187')
('41', '48')
('41', '310')
('41', '422')
('41', '489')
('41', '1239')
('41', '1659')
('41', '2352')
('48', '310')
('48', '422')
('48', '489')
('48', '1239')
('48', '1659')
('48', '2352')
('310', '2352')
('155', '589')
('155', '1333')
('589', '1333')
('39', '41')
('39', '1327')
('41', '1327')
('32', '39')
('32', '48')
('32', '809')
('32', '1327')
('32', '2378')
('39', '48')
('39', '606')
('39', '809')
('39', '1327')
('39', '1592')
('39', '1655')
('39', '2378')
('48', '606')
('48', '809')
('48', '1327')
('48', '1592')
('48', '1655')
('48', '2378')
('809', '1327')
('39', '48')
('39', '255')
('39', '1327')
('39', '1791')
('39', '1991')
('39', '2017')
('39', '2225')
('48', '255')
('48', '1327')
('48', '1991')
('48', '2017')
('48', '2225')
('255', '1327')
('255', '1991')
('32', '39')
('32', '49')
('32', '475')
('39', '49')
('39', '475')
('39', '952')
('39', '1316')
('39', '1433')
('39', '1600')
('39', '2933')
('49', '475')
('49', '1316')
('475', '1316')
('39', '41')
('39', '262')
('39', '464')
('39', '970')
('39', '1290')
('39', '1802')
('39', '2049')
('39', '2673')
('41', '464')
('41', '970')
('41', '1290')
('41', '2673')
('970', '2673')
('32', '39')
('625', '2182')
('48', '229')
('48', '475')
('48', '1513')
('48', '2523')
('48', '2800')
('475', '2800')
('39', '48')
('39', '66')
('39', '123')
('39', '289')
('39', '334')
('39', '740')
('39', '1327')
('39', '1501')
('39', '2566')
('39', '2800')
('48', '66')
('48', '123')
('48', '289')
('48', '334')
('48', '740')
('48', '1327')
('48', '2566')
('48', '2800')
('66', '334')
('66', '1327')
('123', '1327')
('289', '1327')
('334', '740')
('334', '1327')
('740', '1327')
('38', '39')
('38', '89')
('38', '1831')
('39', '89')
('39', '1831')
('89', '1831')
('39', '41')
('39', '48')
('39', '1327')
('39', '2199')
('41', '48')
('41', '1327')
('41', '2199')
('48', '1327')
('48', '1327')
('32', '38')
('32', '39')
('32', '664')
('38', '39')
('38', '664')
('38', '2805')
('39', '664')
('39', '2805')
('39', '237')
('39', '1029')
('237', '1029')
('11', '39')
('11', '48')
('11', '533')
('11', '789')
('32', '39')
('32', '48')
('32', '101')
('32', '533')
('32', '789')
('32', '1327')
('32', '1669')
('39', '48')
('39', '101')
('39', '197')
('39', '533')
('39', '599')
('39', '675')
('39', '789')
('39', '1327')
('39', '2808')
('48', '101')
('48', '197')
('48', '533')
('48', '599')
('48', '675')
('48', '789')
('48', '1327')
('48', '1669')
('101', '197')
('101', '533')
('101', '1327')
('533', '1327')
('38', '286')
('38', '676')
('38', '2331')
('39', '1700')
('39', '438')
('39', '740')
('438', '740')
('48', '1180')
('11', '39')
('11', '48')
('11', '664')
('39', '48')
('39', '664')
('39', '734')
('39', '887')
('39', '1362')
('39', '1368')
('39', '2217')
('39', '2489')
('48', '664')
('48', '734')
('48', '887')
('48', '2489')
('887', '2489')
('1362', '1368')
('39', '107')
('39', '203')
('39', '464')
('39', '548')
('39', '623')
('39', '757')
('39', '878')
('39', '1010')
('39', '1327')
('39', '1808')
('39', '2079')
('39', '2286')
('107', '464')
('107', '548')
('464', '1327')
('548', '623')
('548', '878')
('548', '1327')
('623', '1327')
('623', '2079')
('757', '1327')
('9', '19')
('9', '32')
('9', '41')
('19', '41')
('32', '41')
('32', '438')
('32', '803')
('32', '2230')
('32', '2231')
('41', '324')
('41', '438')
('41', '803')
('41', '2230')
('41', '2231')
('2230', '2231')
('39', '41')
('39', '48')
('39', '76')
('39', '155')
('39', '208')
('39', '422')
('39', '589')
('39', '626')
('39', '694')
('39', '763')
('39', '794')
('39', '833')
('39', '1012')
('39', '1275')
('39', '1281')
('39', '1421')
('39', '1634')
('39', '1746')
('39', '1827')
('39', '2080')
('39', '2325')
('39', '2673')
('39', '2976')
('41', '48')
('41', '76')
('41', '155')
('41', '208')
('41', '422')
('41', '589')
('41', '694')
('41', '763')
('41', '794')
('41', '833')
('41', '1012')
('41', '1281')
('41', '1421')
('41', '1746')
('41', '1827')
('41', '2080')
('41', '2673')
('48', '76')
('48', '155')
('48', '208')
('48', '422')
('48', '589')
('48', '694')
('48', '763')
('48', '794')
('48', '833')
('48', '1012')
('48', '1275')
('48', '1281')
('48', '1421')
('48', '1634')
('48', '1746')
('48', '1827')
('48', '2976')
('76', '833')
('155', '589')
('155', '1333')
('208', '1275')
('208', '2080')
('589', '694')
('589', '1333')
('694', '2080')
('763', '2673')
('1746', '1827')
('41', '48')
('41', '592')
('41', '851')
('48', '592')
('48', '851')
('48', '1470')
('48', '2987')
('851', '2987')
('39', '48')
('39', '2344')
('48', '2344')
('39', '41')
('39', '751')
('39', '1327')
('39', '2344')
('39', '2424')
('41', '85')
('41', '1327')
('41', '2344')
('41', '2424')
('1327', '2344')
('39', '41')
('39', '664')
('39', '2630')
('41', '664')
('41', '2630')
('39', '41')
('39', '147')
('39', '1425')
('39', '2259')
('39', '2915')
('41', '147')
('41', '1425')
('32', '39')
('32', '41')
('32', '48')
('32', '1853')
('39', '41')
('39', '48')
('39', '1615')
('39', '1853')
('41', '48')
('41', '1337')
('41', '1615')
('41', '1853')
('48', '1337')
('48', '1615')
('48', '1853')
('32', '258')
('32', '259')
('258', '259')
('259', '359')
('48', '301')
('48', '421')
('48', '536')
('48', '593')
('48', '857')
('48', '1809')
('48', '2527')
('48', '1339')
('32', '38')
('32', '48')
('32', '110')
('38', '48')
('38', '110')
('48', '110')
('48', '352')
('48', '1285')
('48', '1859')
('48', '2420')
('352', '1859')
('38', '39')
('38', '3005')
('39', '3005')
('9', '32')
('9', '310')
('32', '310')
('433', '717')
('39', '41')
('39', '855')
('41', '855')
('6', '39')
('39', '1425')
('39', '1603')
('39', '2708')
('38', '48')
('38', '281')
('38', '1327')
('48', '281')
('48', '1327')
('38', '39')
('38', '156')
('38', '544')
('38', '840')
('38', '3005')
('39', '156')
('39', '544')
('39', '840')
('39', '3005')
('38', '39')
('38', '45')
('38', '48')
('38', '95')
('38', '286')
('38', '664')
('38', '2511')
('39', '45')
('39', '48')
('39', '95')
('39', '286')
('39', '664')
('39', '1414')
('39', '2511')
('39', '2550')
('39', '2933')
('39', '2976')
('45', '48')
('48', '95')
('48', '286')
('48', '664')
('48', '1414')
('48', '2511')
('48', '2550')
('48', '2976')
('95', '286')
('8', '39')
('8', '48')
('8', '117')
('39', '48')
('39', '117')
('39', '136')
('39', '195')
('39', '548')
('39', '759')
('39', '1577')
('48', '117')
('48', '136')
('48', '195')
('48', '548')
('48', '759')
('117', '195')
('136', '548')
('136', '983')
('548', '1577')
('32', '38')
('32', '39')
('32', '47')
('32', '48')
('32', '1481')
('38', '39')
('38', '47')
('38', '48')
('38', '1481')
('38', '2676')
('39', '47')
('39', '48')
('39', '1481')
('39', '2676')
('39', '2853')
('39', '2874')
('47', '48')
('48', '1481')
('48', '2676')
('48', '2853')
('2853', '2874')
('32', '39')
('32', '41')
('32', '237')
('32', '270')
('32', '664')
('32', '855')
('32', '1179')
('39', '41')
('39', '237')
('39', '270')
('39', '664')
('39', '855')
('39', '1043')
('39', '1107')
('39', '1163')
('39', '1179')
('39', '1501')
('39', '1681')
('39', '1864')
('39', '2258')
('39', '3046')
('41', '237')
('41', '270')
('41', '664')
('41', '855')
('41', '1107')
('237', '855')
('237', '1043')
('664', '855')
('664', '1179')
('38', '39')
('38', '271')
('38', '851')
('38', '1831')
('38', '2626')
('39', '66')
('39', '251')
('39', '271')
('39', '851')
('39', '1831')
('39', '2374')
('39', '2626')
('851', '2074')
('851', '2626')
('851', '2987')
('39', '41')
('39', '147')
('39', '592')
('39', '956')
('39', '2696')
('41', '147')
('41', '592')
('41', '956')
('39', '48')
('39', '103')
('39', '438')
('39', '806')
('39', '935')
('39', '1489')
('39', '2747')
('48', '103')
('48', '438')
('48', '806')
('48', '1489')
('48', '2747')
('41', '48')
('41', '251')
('41', '1592')
('41', '1742')
('48', '251')
('48', '1592')
('48', '1742')
('39', '48')
('39', '249')
('48', '249')
('38', '39')
('38', '48')
('38', '286')
('39', '48')
('39', '286')
('48', '286')
('39', '41')
('39', '48')
('39', '789')
('39', '812')
('41', '48')
('41', '789')
('41', '812')
('41', '1668')
('48', '789')
('48', '812')
('48', '1668')
('39', '48')
('39', '76')
('39', '612')
('39', '778')
('39', '831')
('39', '942')
('39', '1349')
('39', '1439')
('39', '1679')
('39', '1938')
('39', '2662')
('48', '76')
('48', '612')
('48', '778')
('48', '831')
('48', '942')
('48', '1349')
('48', '1679')
('48', '1938')
('48', '2662')
('76', '612')
('39', '48')
('39', '664')
('48', '664')
('38', '39')
('38', '41')
('38', '48')
('38', '255')
('38', '390')
('38', '640')
('39', '41')
('39', '48')
('39', '255')
('39', '336')
('39', '390')
('39', '434')
('39', '640')
('41', '48')
('41', '255')
('41', '336')
('41', '390')
('41', '477')
('48', '255')
('48', '336')
('48', '390')
('48', '434')
('48', '477')
('48', '640')
('255', '640')
('32', '39')
('32', '48')
('39', '48')
('39', '953')
('39', '66')
('39', '80')
('39', '117')
('39', '334')
('39', '550')
('39', '865')
('39', '976')
('39', '1227')
('39', '1327')
('39', '1372')
('39', '1481')
('39', '2425')
('39', '2538')
('66', '334')
('66', '1327')
('117', '550')
('117', '976')
('117', '982')
('117', '1327')
('334', '1327')
('550', '976')
('976', '982')
('976', '1327')
('32', '39')
('32', '48')
('32', '664')
('39', '48')
('39', '664')
('39', '1470')
('48', '664')
('48', '1470')
('39', '48')
('39', '1327')
('48', '1327')
('48', '1343')
('32', '205')
('32', '1327')
('32', '1503')
('38', '39')
('38', '178')
('38', '286')
('38', '2353')
('38', '2612')
('39', '178')
('39', '286')
('39', '382')
('39', '2353')
('286', '2353')
('39', '48')
('39', '334')
('48', '334')
('39', '48')
('39', '148')
('39', '438')
('39', '793')
('48', '148')
('48', '438')
('48', '793')
('39', '234')
('337', '449')
('39', '48')
('39', '65')
('39', '237')
('39', '239')
('39', '589')
('39', '695')
('39', '1222')
('39', '1481')
('39', '1986')
('48', '65')
('48', '237')
('48', '589')
('48', '1222')
('48', '1481')
('48', '1986')
('48', '2554')
('48', '2724')
('65', '589')
('65', '1481')
('237', '239')
('237', '589')
('237', '2621')
('39', '41')
('39', '79')
('39', '310')
('39', '570')
('41', '79')
('41', '310')
('41', '570')
('79', '310')
('39', '178')
('39', '270')
('39', '41')
('39', '48')
('39', '195')
('39', '255')
('39', '284')
('39', '570')
('39', '714')
('39', '809')
('39', '896')
('39', '1198')
('39', '1393')
('39', '1829')
('39', '1936')
('39', '2304')
('39', '2664')
('41', '48')
('41', '195')
('41', '255')
('41', '284')
('41', '570')
('41', '714')
('41', '809')
('41', '1198')
('41', '1393')
('41', '1829')
('41', '1936')
('41', '2304')
('48', '195')
('48', '255')
('48', '284')
('48', '570')
('48', '714')
('48', '809')
('48', '896')
('48', '1198')
('48', '1393')
('48', '1829')
('48', '1936')
('48', '1987')
('48', '2304')
('195', '255')
('195', '809')
('255', '570')
('255', '809')
('255', '896')
('255', '1198')
('255', '1393')
('255', '1936')
('570', '1198')
('570', '1393')
('809', '896')
('809', '1393')
('809', '1987')
('39', '48')
('39', '1390')
('39', '1547')
('48', '1390')
('48', '1547')
('39', '1919')
('39', '1935')
('39', '2284')
('39', '41')
('39', '48')
('39', '365')
('39', '606')
('41', '48')
('41', '365')
('41', '606')
('48', '365')
('48', '606')
('39', '676')
('39', '1603')
('48', '65')
('48', '116')
('48', '809')
('48', '1159')
('48', '1327')
('48', '1469')
('48', '1806')
('48', '1987')
('48', '2402')
('65', '1327')
('115', '116')
('809', '1327')
('809', '1987')
('1327', '1469')
('38', '41')
('38', '48')
('38', '55')
('41', '48')
('41', '55')
('48', '55')
('39', '41')
('39', '264')
('39', '2250')
('41', '264')
('39', '48')
('39', '258')
('39', '338')
('39', '365')
('48', '258')
('48', '338')
('48', '365')
('258', '338')
('258', '365')
('338', '365')
('39', '48')
('39', '255')
('48', '255')
('36', '38')
('36', '39')
('38', '39')
('38', '604')
('39', '604')
('39', '48')
('39', '1047')
('48', '1047')
('39', '849')
('41', '48')
('41', '384')
('48', '384')
('48', '2506')
('37', '38')
('37', '39')
('38', '39')
('38', '504')
('39', '504')
('39', '1010')
('0', '39')
('0', '48')
('39', '48')
('39', '255')
('39', '310')
('39', '675')
('39', '689')
('39', '940')
('39', '976')
('39', '1051')
('39', '1274')
('39', '1430')
('39', '1846')
('39', '1848')
('39', '2811')
('39', '3108')
('48', '255')
('48', '310')
('48', '416')
('48', '675')
('48', '689')
('48', '940')
('48', '976')
('48', '1051')
('48', '1274')
('48', '2811')
('48', '3108')
('255', '310')
('255', '2811')
('310', '416')
('310', '976')
('310', '2811')
('940', '3108')
('976', '1274')
('41', '48')
('41', '301')
('41', '789')
('48', '301')
('48', '789')
('48', '1052')
('48', '1728')
('38', '170')
('38', '271')
('170', '271')
('39', '41')
('39', '48')
('41', '48')
('38', '39')
('38', '48')
('38', '156')
('38', '170')
('38', '179')
('38', '502')
('38', '676')
('38', '824')
('38', '979')
('38', '2344')
('39', '48')
('39', '156')
('39', '170')
('39', '179')
('39', '502')
('39', '676')
('39', '824')
('39', '979')
('39', '2344')
('48', '156')
('48', '170')
('48', '179')
('48', '502')
('48', '676')
('48', '824')
('48', '979')
('48', '2344')
('156', '170')
('170', '179')
('170', '502')
('170', '824')
('170', '979')
('179', '824')
('979', '2344')
('38', '105')
('39', '48')
('39', '438')
('39', '751')
('39', '1128')
('48', '438')
('48', '751')
('15', '38')
('15', '48')
('38', '39')
('38', '41')
('38', '48')
('38', '105')
('38', '147')
('38', '571')
('38', '1173')
('39', '41')
('39', '48')
('39', '105')
('39', '147')
('39', '485')
('39', '571')
('39', '1173')
('41', '48')
('41', '105')
('41', '147')
('41', '485')
('41', '571')
('41', '1173')
('48', '105')
('48', '147')
('48', '485')
('48', '571')
('48', '1173')
('105', '1173')
('6', '19')
('6', '39')
('19', '39')
('19', '48')
('19', '418')
('39', '48')
('39', '60')
('39', '123')
('39', '264')
('39', '301')
('39', '406')
('39', '418')
('39', '1423')
('39', '1679')
('39', '1749')
('39', '2050')
('48', '60')
('48', '123')
('48', '264')
('48', '301')
('48', '418')
('48', '1423')
('48', '1679')
('48', '1749')
('48', '2050')
('60', '418')
('39', '910')
('39', '956')
('39', '1517')
('39', '2327')
('39', '3046')
('910', '956')
('32', '438')
('39', '41')
('39', '260')
('39', '956')
('39', '1081')
('39', '1327')
('39', '1360')
('41', '260')
('41', '956')
('41', '1327')
('41', '1360')
('32', '38')
('32', '39')
('32', '47')
('32', '48')
('32', '2378')
('38', '39')
('38', '47')
('38', '48')
('39', '47')
('39', '48')
('39', '2378')
('47', '48')
('48', '2378')
('39', '48')
('39', '438')
('39', '703')
('48', '438')
('48', '703')
('38', '39')
('38', '41')
('38', '48')
('38', '55')
('38', '170')
('38', '225')
('39', '41')
('39', '48')
('39', '55')
('39', '170')
('39', '225')
('41', '48')
('41', '55')
('41', '170')
('41', '225')
('48', '55')
('48', '170')
('48', '225')
('170', '225')
('10', '39')
('10', '48')
('39', '48')
('39', '79')
('39', '675')
('39', '1575')
('39', '2254')
('48', '79')
('48', '675')
('675', '2254')
('38', '39')
('38', '55')
('38', '286')
('39', '55')
('39', '286')
('39', '522')
('39', '41')
('39', '48')
('39', '77')
('39', '90')
('39', '270')
('39', '761')
('39', '1004')
('39', '2344')
('41', '48')
('41', '270')
('41', '1004')
('41', '2344')
('48', '77')
('48', '90')
('48', '270')
('48', '761')
('48', '1004')
('48', '2344')
('39', '441')
('39', '602')
('39', '885')
('441', '885')
('41', '48')
('41', '251')
('41', '477')
('41', '959')
('41', '1585')
('48', '251')
('48', '477')
('48', '959')
('48', '1585')
('48', '1991')
('39', '41')
('39', '48')
('39', '65')
('39', '81')
('39', '101')
('39', '176')
('39', '310')
('39', '338')
('39', '435')
('39', '445')
('39', '464')
('39', '522')
('39', '533')
('39', '604')
('39', '956')
('39', '958')
('39', '961')
('39', '1121')
('39', '1254')
('39', '1495')
('39', '2191')
('41', '48')
('41', '65')
('41', '81')
('41', '101')
('41', '176')
('41', '310')
('41', '338')
('41', '347')
('41', '445')
('41', '464')
('41', '522')
('41', '533')
('41', '604')
('41', '956')
('41', '958')
('41', '1121')
('48', '65')
('48', '81')
('48', '101')
('48', '176')
('48', '310')
('48', '338')
('48', '347')
('48', '435')
('48', '445')
('48', '464')
('48', '522')
('48', '533')
('48', '604')
('48', '956')
('48', '958')
('48', '961')
('48', '1254')
('48', '1495')
('48', '2191')
('65', '101')
('65', '176')
('65', '310')
('65', '338')
('65', '435')
('65', '445')
('65', '464')
('65', '522')
('65', '956')
('65', '1024')
('101', '176')
('101', '310')
('101', '464')
('101', '522')
('101', '533')
('101', '604')
('101', '1024')
('101', '1121')
('176', '1024')
('310', '338')
('310', '464')
('310', '522')
('310', '604')
('338', '533')
('533', '604')
('604', '1024')
('956', '958')
('38', '105')
('38', '767')
('38', '1700')
('767', '1700')
('39', '271')
('39', '1513')
('48', '65')
('48', '107')
('48', '147')
('48', '179')
('48', '180')
('48', '255')
('48', '570')
('48', '830')
('48', '831')
('48', '967')
('48', '3157')
('65', '255')
('65', '831')
('107', '570')
('147', '179')
('179', '180')
('179', '570')
('179', '830')
('179', '831')
('255', '570')
('570', '830')
('570', '831')
('830', '831')
('39', '185')
('39', '255')
('39', '310')
('39', '464')
('39', '479')
('39', '1049')
('39', '1991')
('39', '2811')
('255', '310')
('255', '479')
('255', '1049')
('255', '1991')
('255', '2811')
('310', '464')
('310', '2811')
('479', '2811')
('41', '127')
('41', '1105')
('39', '103')
('39', '237')
('39', '276')
('39', '389')
('39', '522')
('39', '41')
('39', '554')
('39', '2214')
('41', '2214')
('39', '48')
('39', '664')
('48', '664')
('38', '39')
('38', '170')
('38', '721')
('38', '1280')
('39', '170')
('39', '721')
('39', '1280')
('39', '2094')
('170', '1280')
('48', '89')
('48', '155')
('48', '589')
('48', '2987')
('89', '155')
('155', '589')
('38', '39')
('38', '170')
('39', '170')
('32', '39')
('32', '819')
('39', '370')
('39', '495')
('39', '819')
('48', '3157')
('32', '48')
('32', '1045')
('32', '1046')
('32', '1137')
('32', '1669')
('48', '1137')
('48', '1669')
('1045', '1046')
('39', '41')
('39', '225')
('39', '271')
('39', '694')
('39', '855')
('39', '1121')
('39', '1938')
('41', '225')
('41', '271')
('41', '694')
('41', '855')
('41', '1121')
('225', '271')
('271', '855')
('38', '39')
('38', '47')
('38', '48')
('38', '281')
('38', '475')
('39', '47')
('39', '48')
('39', '281')
('39', '475')
('39', '706')
('39', '845')
('39', '1317')
('39', '2859')
('47', '48')
('48', '281')
('48', '475')
('48', '845')
('48', '1317')
('475', '1317')
('32', '39')
('39', '225')
('32', '38')
('32', '48')
('32', '55')
('32', '310')
('38', '48')
('38', '55')
('38', '310')
('48', '55')
('48', '310')
('32', '36')
